Table S8: IEI Candidate Genes with Average in T Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
1127,T cell,SOCS2,25.15714286,KNOWN,TRUE,FALSE,FALSE,,
1128,T cell,SOCS3,1.457142857,KNOWN,TRUE,TRUE,TRUE,,
1129,T cell,SOCS4,1.128571429,NEW,TRUE,FALSE,FALSE,,
1130,T cell,SOD2,22.08571429,NEW,TRUE,FALSE,FALSE,,
1131,T cell,SORBS3,11.48571429,NEW,FALSE,TRUE,FALSE,,
1132,T cell,SOS1,1.357142857,KNOWN,FALSE,TRUE,FALSE,,
1133,T cell,SP1,1.314285714,KNOWN,TRUE,TRUE,TRUE,,
1134,T cell,SP140L,14.32857143,NEW,TRUE,FALSE,FALSE,,
1135,T cell,SP2,6.828571429,NEW,TRUE,FALSE,FALSE,,
1136,T cell,SP3,18.8,KNOWN,TRUE,TRUE,TRUE,,
1137,T cell,SPAG9,1.028571429,KNOWN,FALSE,TRUE,FALSE,,
1138,T cell,SPATS2L,9.057142857,NEW,TRUE,FALSE,FALSE,,
1139,T cell,SPECC1L,2.257142857,NEW,TRUE,FALSE,FALSE,,
1140,T cell,SPIDR,6.142857143,NEW,TRUE,FALSE,FALSE,,
1141,T cell,SPRY1,8.257142857,KNOWN,FALSE,TRUE,FALSE,,
1142,T cell,SPTBN1,4.628571429,KNOWN,TRUE,FALSE,FALSE,,
1143,T cell,SQOR,71.25714286,NEW,TRUE,FALSE,FALSE,,
1144,T cell,SQSTM1,192.8857143,KNOWN,TRUE,TRUE,TRUE,,
1145,T cell,SRGN,246.6285714,NEW,TRUE,FALSE,FALSE,,
1146,T cell,SRPK1,10.37142857,NEW,FALSE,TRUE,FALSE,,
1147,T cell,SSBP2,11.88571429,NEW,TRUE,FALSE,FALSE,,
1148,T cell,SSBP3,1.671428571,NEW,TRUE,FALSE,FALSE,,
1149,T cell,ST3GAL1,26.78571429,NEW,TRUE,FALSE,FALSE,,
1150,T cell,ST3GAL2,2.571428571,NEW,TRUE,FALSE,FALSE,,
1151,T cell,ST6GAL1,50.98571429,NEW,TRUE,FALSE,FALSE,,
1152,T cell,ST7,5.342857143,NEW,TRUE,FALSE,FALSE,,
1153,T cell,STAG1,4.014285714,NEW,TRUE,FALSE,FALSE,,
1154,T cell,STAM,16.48571429,NEW,FALSE,TRUE,FALSE,,
1155,T cell,STAM2,1.685714286,NEW,FALSE,TRUE,FALSE,,
1156,T cell,STAT4,62.51428571,KNOWN,TRUE,FALSE,FALSE,,
1157,T cell,STAT5A,14.3,KNOWN,TRUE,TRUE,TRUE,,
1158,T cell,STAT6,7.842857143,KNOWN,TRUE,TRUE,TRUE,,
1159,T cell,STK10,23.11428571,NEW,TRUE,TRUE,TRUE,,
1160,T cell,STK17A,9.3,NEW,TRUE,FALSE,FALSE,,
1161,T cell,STK24,7.657142857,KNOWN,FALSE,TRUE,FALSE,,
1162,T cell,STK38,46.5,KNOWN,FALSE,TRUE,FALSE,,
1163,T cell,STK40,2.171428571,NEW,TRUE,FALSE,FALSE,,
1164,T cell,STOML2,77.62857143,NEW,FALSE,TRUE,FALSE,,
1165,T cell,STRADB,11.82857143,KNOWN,FALSE,TRUE,FALSE,,
1166,T cell,SUB1,198.6571429,NEW,TRUE,FALSE,FALSE,,
1167,T cell,SUGT1,28.58571429,KNOWN,FALSE,TRUE,FALSE,,
1168,T cell,SUMO1,200.8428571,NEW,FALSE,TRUE,FALSE,,
1169,T cell,SUSD1,1.2,NEW,TRUE,FALSE,FALSE,,
1170,T cell,SYNE1,10.25714286,NEW,TRUE,FALSE,FALSE,,
1171,T cell,SYNE2,22.84285714,NEW,TRUE,FALSE,FALSE,,
1172,T cell,TAB1,3.428571429,KNOWN,FALSE,TRUE,FALSE,,
1173,T cell,TAB2,2.557142857,KNOWN,TRUE,TRUE,TRUE,,
1174,T cell,TACC1,4.514285714,NEW,TRUE,FALSE,FALSE,,
1175,T cell,TAF1,1.271428571,KNOWN,TRUE,TRUE,TRUE,,
1176,T cell,TAF1B,9.528571429,NEW,TRUE,FALSE,FALSE,,
1177,T cell,TAOK3,50.15714286,KNOWN,TRUE,TRUE,TRUE,,
1178,T cell,TAX1BP1,79.41428571,KNOWN,FALSE,TRUE,FALSE,,
1179,T cell,TBC1D1,3.842857143,NEW,TRUE,FALSE,FALSE,,
1180,T cell,TBC1D14,9.014285714,NEW,TRUE,FALSE,FALSE,,
1181,T cell,TBC1D31,7.171428571,NEW,TRUE,FALSE,FALSE,,
1182,T cell,TBC1D4,6.985714286,NEW,FALSE,TRUE,FALSE,,
1183,T cell,TBC1D5,4.814285714,NEW,TRUE,FALSE,FALSE,,
1184,T cell,TBCA,159.1857143,NEW,TRUE,FALSE,FALSE,,
1185,T cell,TBL1XR1,5.171428571,KNOWN,TRUE,FALSE,FALSE,,
1186,T cell,TBP,38.35714286,KNOWN,TRUE,TRUE,TRUE,,
1187,T cell,TBX21,5.857142857,NEW,TRUE,FALSE,FALSE,,
1188,T cell,TBXAS1,7.528571429,NEW,TRUE,FALSE,FALSE,,
1189,T cell,TCEAL1,16.01428571,NEW,TRUE,FALSE,FALSE,,
1190,T cell,TCF12,15.72857143,KNOWN,TRUE,FALSE,FALSE,,
1191,T cell,TCF7,38.47142857,NEW,TRUE,FALSE,FALSE,,
1192,T cell,TDP1,21.04285714,KNOWN,TRUE,FALSE,FALSE,,
1193,T cell,TERF1,13.88571429,KNOWN,TRUE,TRUE,TRUE,,
1194,T cell,TERF2,5.314285714,KNOWN,FALSE,TRUE,FALSE,,
1195,T cell,TFDP1,3.9,KNOWN,FALSE,TRUE,FALSE,,
1196,T cell,TFEB,2.171428571,NEW,TRUE,FALSE,FALSE,,
1197,T cell,TGFA,1.014285714,KNOWN,TRUE,TRUE,TRUE,,
1198,T cell,TGFBR3,14.87142857,NEW,TRUE,FALSE,FALSE,,
1199,T cell,TGIF1,45.47142857,NEW,TRUE,FALSE,FALSE,,
1200,T cell,THADA,3.685714286,NEW,TRUE,FALSE,FALSE,,
1201,T cell,THAP12,4.6,NEW,FALSE,TRUE,FALSE,,
1202,T cell,TIAM1,8.171428571,KNOWN,TRUE,TRUE,TRUE,,
1203,T cell,TIMP1,113.2428571,KNOWN,TRUE,FALSE,FALSE,,
1204,T cell,TKT,23.21428571,NEW,FALSE,TRUE,FALSE,,
1205,T cell,TLE4,3.142857143,NEW,TRUE,FALSE,FALSE,,
1206,T cell,TLK1,7.185714286,KNOWN,TRUE,FALSE,FALSE,,
1207,T cell,TLN1,3.3,KNOWN,FALSE,TRUE,FALSE,,
1208,T cell,TLR1,2.414285714,KNOWN,FALSE,TRUE,FALSE,,
1209,T cell,TMEM204,60.74285714,NEW,TRUE,FALSE,FALSE,,
1210,T cell,TMEM30A,32.14285714,NEW,TRUE,FALSE,FALSE,,
1211,T cell,TMX3,3.985714286,NEW,TRUE,FALSE,FALSE,,
1212,T cell,TNF,2.242857143,KNOWN,TRUE,TRUE,TRUE,,
1213,T cell,TNFAIP8,181.3428571,NEW,TRUE,FALSE,FALSE,,
1214,T cell,TNFAIP8L1,2.3,NEW,TRUE,FALSE,FALSE,,
1215,T cell,TNFRSF10A,12,KNOWN,TRUE,TRUE,TRUE,,
1216,T cell,TNFRSF10B,2.4,KNOWN,TRUE,TRUE,TRUE,,
1217,T cell,TNFRSF10D,1.414285714,KNOWN,TRUE,FALSE,FALSE,,
1218,T cell,TNFRSF1B,34.54285714,KNOWN,FALSE,TRUE,FALSE,,
1219,T cell,TNFRSF25,4.485714286,KNOWN,FALSE,TRUE,FALSE,,
1220,T cell,TNFSF10,18.6,KNOWN,TRUE,TRUE,TRUE,,
1221,T cell,TNFSF13B,13.25714286,KNOWN,TRUE,TRUE,TRUE,,
1222,T cell,TNFSF8,19.08571429,NEW,TRUE,FALSE,FALSE,,
1223,T cell,TNIK,4,KNOWN,TRUE,TRUE,TRUE,,
1224,T cell,TNIP1,12.04285714,KNOWN,TRUE,TRUE,TRUE,,
1225,T cell,TNIP2,9.171428571,KNOWN,FALSE,TRUE,FALSE,,
1226,T cell,TNIP3,2.242857143,NEW,TRUE,FALSE,FALSE,,
1227,T cell,TNRC6B,44.21428571,NEW,TRUE,FALSE,FALSE,,
1228,T cell,TOLLIP,31.41428571,KNOWN,FALSE,TRUE,FALSE,,
1229,T cell,TOP1,7.4,KNOWN,FALSE,TRUE,FALSE,,
1230,T cell,TP53BP1,1.514285714,NEW,TRUE,TRUE,TRUE,,
1231,T cell,TP53BP2,1.085714286,KNOWN,FALSE,TRUE,FALSE,,
1232,T cell,TP53INP1,2.371428571,KNOWN,TRUE,FALSE,FALSE,,
1233,T cell,TP53RK,18.61428571,NEW,TRUE,TRUE,TRUE,,
1234,T cell,TPCN1,2.057142857,NEW,TRUE,FALSE,FALSE,,
1235,T cell,TPD52,11.85714286,NEW,TRUE,FALSE,FALSE,,
1236,T cell,TPRG1,2.357142857,NEW,TRUE,FALSE,FALSE,,
1237,T cell,TRADD,61.24285714,KNOWN,FALSE,TRUE,FALSE,,
1238,T cell,TRAF1,5.871428571,KNOWN,TRUE,TRUE,TRUE,,
1239,T cell,TRAF2,14.58571429,KNOWN,TRUE,TRUE,TRUE,,
1240,T cell,TRAF4,1.5,KNOWN,TRUE,TRUE,TRUE,,
1241,T cell,TRAF5,12.05714286,KNOWN,FALSE,TRUE,FALSE,,
1242,T cell,TRAF6,15.84285714,KNOWN,FALSE,TRUE,FALSE,,
1243,T cell,TRAPPC9,3.442857143,NEW,TRUE,FALSE,FALSE,,
1244,T cell,TRIAP1,40,NEW,TRUE,FALSE,FALSE,,
1245,T cell,TRIB3,9.771428571,KNOWN,TRUE,TRUE,TRUE,,
1246,T cell,TRIM21,78.32857143,KNOWN,TRUE,FALSE,FALSE,,
1247,T cell,TRIM25,1.128571429,NEW,TRUE,TRUE,TRUE,,
1248,T cell,TRIM28,15.18571429,KNOWN,TRUE,TRUE,TRUE,,
1249,T cell,TRIM56,1.3,NEW,TRUE,FALSE,FALSE,,
1250,T cell,TRIM69,1.114285714,KNOWN,TRUE,FALSE,FALSE,,
1251,T cell,TSC1,2.771428571,KNOWN,TRUE,TRUE,TRUE,,
1252,T cell,TSC2,1.971428571,KNOWN,TRUE,TRUE,TRUE,,
1253,T cell,TSC22D3,664.2857143,KNOWN,FALSE,TRUE,FALSE,,
1254,T cell,TSHR,1.028571429,KNOWN,FALSE,TRUE,FALSE,,
1255,T cell,TSPAN14,72.72857143,NEW,TRUE,FALSE,FALSE,,
1256,T cell,TSPAN3,26.67142857,NEW,TRUE,FALSE,FALSE,,
1257,T cell,TTC1,66.51428571,NEW,FALSE,TRUE,FALSE,,
1258,T cell,TUBA1C,11.51428571,NEW,TRUE,FALSE,FALSE,,
1259,T cell,TUBB,18.67142857,KNOWN,FALSE,TRUE,FALSE,,
1260,T cell,TUBGCP5,3.457142857,NEW,TRUE,FALSE,FALSE,,
1261,T cell,TXK,33.64285714,NEW,TRUE,TRUE,TRUE,,
1262,T cell,TXN,160.8571429,KNOWN,TRUE,TRUE,TRUE,,
1263,T cell,TXNIP,677.9857143,KNOWN,FALSE,TRUE,FALSE,,
1264,T cell,TXNRD1,21,KNOWN,TRUE,FALSE,FALSE,,
1265,T cell,TYMS,2.728571429,NEW,TRUE,FALSE,FALSE,,
1266,T cell,TYROBP,125.5714286,KNOWN,FALSE,TRUE,FALSE,,
1267,T cell,UBA52,2244.771429,KNOWN,FALSE,TRUE,FALSE,,
1268,T cell,UBB,2739.014286,KNOWN,FALSE,TRUE,FALSE,,
1269,T cell,UBC,393.1428571,KNOWN,TRUE,FALSE,FALSE,,
1270,T cell,UBE2F,43.55714286,NEW,TRUE,FALSE,FALSE,,
1271,T cell,UBE2H,3.042857143,KNOWN,TRUE,FALSE,FALSE,,
1272,T cell,UBE2I,163.5,KNOWN,FALSE,TRUE,FALSE,,
1273,T cell,UBE2L3,76.81428571,KNOWN,TRUE,FALSE,FALSE,,
1274,T cell,UBE2N,119.8428571,KNOWN,FALSE,TRUE,FALSE,,
1275,T cell,UBR1,2.442857143,NEW,TRUE,FALSE,FALSE,,
1276,T cell,UIMC1,10.5,KNOWN,FALSE,TRUE,FALSE,,
1277,T cell,UPP1,23.65714286,NEW,TRUE,FALSE,FALSE,,
1278,T cell,UQCC1,14.5,NEW,TRUE,FALSE,FALSE,,
1279,T cell,USF1,1.271428571,KNOWN,TRUE,FALSE,FALSE,,
1280,T cell,USF2,7.557142857,NEW,TRUE,FALSE,FALSE,,
1281,T cell,USP1,13.1,NEW,FALSE,TRUE,FALSE,,
1282,T cell,USP10,52.22857143,NEW,TRUE,FALSE,FALSE,,
1283,T cell,USP34,3.085714286,KNOWN,TRUE,FALSE,FALSE,,
1284,T cell,USP4,49.72857143,KNOWN,FALSE,TRUE,FALSE,,
1285,T cell,USP7,4.614285714,KNOWN,TRUE,TRUE,TRUE,,
1286,T cell,USP9X,3.7,KNOWN,TRUE,FALSE,FALSE,,
1287,T cell,UTP14A,13.85714286,NEW,TRUE,FALSE,FALSE,,
1288,T cell,UTRN,26.9,NEW,TRUE,FALSE,FALSE,,
1289,T cell,UVRAG,6.385714286,NEW,TRUE,FALSE,FALSE,,
1290,T cell,VAC14,1.9,NEW,TRUE,FALSE,FALSE,,
1291,T cell,VASP,2.742857143,KNOWN,FALSE,TRUE,FALSE,,
1292,T cell,VAV1,17.25714286,KNOWN,TRUE,TRUE,TRUE,,
1293,T cell,VAV3,1.214285714,KNOWN,TRUE,TRUE,TRUE,,
1294,T cell,VCL,7.285714286,KNOWN,FALSE,TRUE,FALSE,,
1295,T cell,VCP,41.38571429,KNOWN,FALSE,TRUE,FALSE,,
1296,T cell,VEGFB,2.085714286,KNOWN,TRUE,FALSE,FALSE,,
1297,T cell,VGLL4,7.757142857,NEW,TRUE,FALSE,FALSE,,
1298,T cell,VHL,1.257142857,KNOWN,FALSE,TRUE,FALSE,,
1299,T cell,VIM,278.9,KNOWN,TRUE,TRUE,TRUE,,
1300,T cell,VMP1,47.28571429,NEW,TRUE,FALSE,FALSE,,
1301,T cell,VOPP1,27.27142857,NEW,TRUE,FALSE,FALSE,,
1302,T cell,VPS33B,5.671428571,NEW,TRUE,FALSE,FALSE,,
1303,T cell,VPS53,1.614285714,NEW,TRUE,FALSE,FALSE,,
1304,T cell,VPS8,5.285714286,NEW,TRUE,FALSE,FALSE,,
1305,T cell,VRK1,30.78571429,NEW,TRUE,TRUE,TRUE,,
1306,T cell,VRK2,14.31428571,NEW,TRUE,FALSE,FALSE,,
1307,T cell,VWA5A,4.857142857,NEW,TRUE,FALSE,FALSE,,
1308,T cell,WARS,34.58571429,KNOWN,TRUE,FALSE,FALSE,,
1309,T cell,WASF2,26.07142857,NEW,FALSE,TRUE,FALSE,,
1310,T cell,WASL,1.2,KNOWN,FALSE,TRUE,FALSE,,
1311,T cell,WEE1,1.857142857,NEW,FALSE,TRUE,FALSE,,
1312,T cell,WNK1,2.528571429,NEW,FALSE,TRUE,FALSE,,
1313,T cell,WNT1,2.342857143,NEW,FALSE,TRUE,FALSE,,
1314,T cell,WRN,1.3,KNOWN,TRUE,TRUE,TRUE,,
1315,T cell,XAF1,5.271428571,KNOWN,TRUE,FALSE,FALSE,,
1316,T cell,XPA,27.4,KNOWN,TRUE,TRUE,TRUE,,
1317,T cell,XPC,17.07142857,KNOWN,TRUE,FALSE,FALSE,,
1318,T cell,XPO1,3.157142857,KNOWN,FALSE,TRUE,FALSE,,
1319,T cell,XRCC5,148.0714286,KNOWN,FALSE,TRUE,FALSE,,
1320,T cell,XRCC6,263.2714286,KNOWN,FALSE,TRUE,FALSE,,
1321,T cell,XXYLT1,1.185714286,NEW,TRUE,FALSE,FALSE,,
1322,T cell,YES1,1.242857143,KNOWN,FALSE,TRUE,FALSE,,
1323,T cell,YWHAB,83.54285714,KNOWN,TRUE,TRUE,TRUE,,
1324,T cell,YWHAE,42.94285714,KNOWN,FALSE,TRUE,FALSE,,
1325,T cell,YWHAH,8.314285714,KNOWN,FALSE,TRUE,FALSE,,
1326,T cell,YWHAQ,188.3,KNOWN,FALSE,TRUE,FALSE,,
1327,T cell,YWHAZ,390.2142857,KNOWN,TRUE,TRUE,TRUE,,
1328,T cell,YY1,5.571428571,KNOWN,TRUE,TRUE,TRUE,,
1329,T cell,ZBTB16,10.3,KNOWN,TRUE,TRUE,TRUE,,
1330,T cell,ZBTB20,6.014285714,NEW,TRUE,FALSE,FALSE,,
1331,T cell,ZC3HAV1,52.17142857,NEW,TRUE,FALSE,FALSE,,
1332,T cell,ZEB2,6.614285714,KNOWN,TRUE,FALSE,FALSE,,
1333,T cell,ZFP1,1.657142857,NEW,TRUE,FALSE,FALSE,,
1334,T cell,ZFP30,1.271428571,NEW,TRUE,FALSE,FALSE,,
1335,T cell,ZFP36,36.37142857,KNOWN,TRUE,FALSE,FALSE,,
1336,T cell,ZFP36L1,173.6,KNOWN,TRUE,FALSE,FALSE,,
1337,T cell,ZMAT3,1.314285714,NEW,TRUE,FALSE,FALSE,,
1338,T cell,ZMYND8,9.271428571,NEW,TRUE,FALSE,FALSE,,
1339,T cell,ZNF107,4.5,NEW,TRUE,FALSE,FALSE,,
1340,T cell,ZNF12,1.442857143,NEW,TRUE,FALSE,FALSE,,
1341,T cell,ZNF124,7.471428571,NEW,TRUE,FALSE,FALSE,,
1342,T cell,ZNF140,14.22857143,NEW,TRUE,FALSE,FALSE,,
1343,T cell,ZNF148,21.24285714,KNOWN,TRUE,FALSE,FALSE,,
1344,T cell,ZNF155,5.385714286,NEW,TRUE,FALSE,FALSE,,
1345,T cell,ZNF169,2.957142857,NEW,TRUE,FALSE,FALSE,,
1346,T cell,ZNF181,10.31428571,NEW,TRUE,FALSE,FALSE,,
1347,T cell,ZNF184,8.157142857,NEW,TRUE,FALSE,FALSE,,
1348,T cell,ZNF19,1.057142857,NEW,TRUE,FALSE,FALSE,,
1349,T cell,ZNF200,10.37142857,NEW,TRUE,FALSE,FALSE,,
1350,T cell,ZNF222,5.385714286,NEW,TRUE,FALSE,FALSE,,
1351,T cell,ZNF226,22.67142857,NEW,TRUE,FALSE,FALSE,,
1352,T cell,ZNF227,11.15714286,NEW,TRUE,FALSE,FALSE,,
1353,T cell,ZNF23,1.585714286,NEW,TRUE,FALSE,FALSE,,
1354,T cell,ZNF230,3.771428571,NEW,TRUE,FALSE,FALSE,,
1355,T cell,ZNF235,5.028571429,NEW,TRUE,FALSE,FALSE,,
1356,T cell,ZNF25,1.471428571,NEW,TRUE,FALSE,FALSE,,
1357,T cell,ZNF254,2.328571429,NEW,TRUE,FALSE,FALSE,,
1358,T cell,ZNF263,3.771428571,NEW,TRUE,FALSE,FALSE,,
1359,T cell,ZNF267,13.2,NEW,TRUE,FALSE,FALSE,,
1360,T cell,ZNF268,8.9,NEW,TRUE,FALSE,FALSE,,
1361,T cell,ZNF302,17.12857143,NEW,TRUE,FALSE,FALSE,,
1362,T cell,ZNF331,10.97142857,NEW,TRUE,FALSE,FALSE,,
1363,T cell,ZNF333,2.785714286,NEW,TRUE,FALSE,FALSE,,
1364,T cell,ZNF337,5.142857143,NEW,TRUE,FALSE,FALSE,,
1365,T cell,ZNF33B,13.21428571,NEW,TRUE,FALSE,FALSE,,
1366,T cell,ZNF343,3.157142857,NEW,TRUE,FALSE,FALSE,,
1367,T cell,ZNF354A,4.728571429,KNOWN,TRUE,FALSE,FALSE,,
1368,T cell,ZNF365,2.142857143,NEW,TRUE,FALSE,FALSE,,
1369,T cell,ZNF398,1.1,NEW,TRUE,FALSE,FALSE,,
1370,T cell,ZNF41,3.285714286,NEW,TRUE,FALSE,FALSE,,
1371,T cell,ZNF417,2.885714286,NEW,TRUE,FALSE,FALSE,,
1372,T cell,ZNF419,7.471428571,NEW,TRUE,FALSE,FALSE,,
1373,T cell,ZNF425,1.785714286,NEW,TRUE,FALSE,FALSE,,
1374,T cell,ZNF510,3.257142857,NEW,TRUE,FALSE,FALSE,,
1375,T cell,ZNF529,2.514285714,NEW,TRUE,FALSE,FALSE,,
1376,T cell,ZNF550,4.214285714,NEW,TRUE,FALSE,FALSE,,
1377,T cell,ZNF567,5.414285714,NEW,TRUE,FALSE,FALSE,,
1378,T cell,ZNF585A,31.02857143,NEW,TRUE,FALSE,FALSE,,
1379,T cell,ZNF589,3.285714286,NEW,TRUE,FALSE,FALSE,,
1380,T cell,ZNF596,2.485714286,NEW,TRUE,FALSE,FALSE,,
1381,T cell,ZNF599,2.814285714,NEW,TRUE,FALSE,FALSE,,
1382,T cell,ZNF613,7.628571429,NEW,TRUE,FALSE,FALSE,,
1383,T cell,ZNF655,45.38571429,NEW,TRUE,FALSE,FALSE,,
1384,T cell,ZNF669,4.957142857,NEW,TRUE,FALSE,FALSE,,
1385,T cell,ZNF670,2.257142857,NEW,TRUE,FALSE,FALSE,,
1386,T cell,ZNF680,1.685714286,NEW,TRUE,FALSE,FALSE,,
1387,T cell,ZNF689,4.042857143,NEW,TRUE,FALSE,FALSE,,
1388,T cell,ZNF721,14.95714286,NEW,TRUE,FALSE,FALSE,,
1389,T cell,ZNF764,2.971428571,NEW,TRUE,FALSE,FALSE,,
1390,T cell,ZNF778,1.471428571,NEW,TRUE,FALSE,FALSE,,
1391,T cell,ZNF786,8.842857143,NEW,TRUE,FALSE,FALSE,,
1392,T cell,ZNF79,5.571428571,NEW,TRUE,FALSE,FALSE,,
1393,T cell,ZNF84,9.442857143,NEW,TRUE,FALSE,FALSE,,
1394,T cell,ZNF879,4.8,NEW,TRUE,FALSE,FALSE,,
1395,NA,CEMIP2,NA,NEW,TRUE,FALSE,FALSE,,
1396,NA,DIPK2B,NA,NEW,TRUE,FALSE,FALSE,,
1397,NA,DLEU1,NA,NEW,TRUE,FALSE,FALSE,,
1398,NA,GPX1,NA,NEW,TRUE,FALSE,FALSE,,
1399,NA,HLA-DRB4,NA,KNOWN,TRUE,FALSE,FALSE,,
1400,NA,LINC00299,NA,NEW,TRUE,FALSE,FALSE,,
1401,NA,LINC00474,NA,NEW,TRUE,FALSE,FALSE,,
1402,NA,MDS2,NA,NEW,TRUE,FALSE,FALSE,,
1403,NA,MIR17HG,NA,NEW,FALSE,TRUE,FALSE,,
1404,NA,MRTFA,NA,NEW,TRUE,TRUE,TRUE,,
1405,NA,OFCC1,NA,NEW,TRUE,FALSE,FALSE,,
1406,NA,TENT4A,NA,NEW,TRUE,FALSE,FALSE,,